map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,

next,

map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
map,1,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0,1,
map,1,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0,1,
map,1,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0,1,
map,1,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0,1,
map,1,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0,1,
map,1,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0,1,
map,1,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0,1,
map,1,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0,1,
map,1,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0,1,
map,1,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0,1,
map,1,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0,1,
map,1,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0,1,
map,1,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0,1,
map,1,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0,1,
map,1,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0,1,
map,1,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0,1,
map,1,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0,1,
map,1,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0,1,
map,1,1,1,1,1,1,1,1,1,1, 1,1,1,1,1,1,1,1,1,1,
